x,y,theta,vy,theta_dot,input,cost,x,.y
23.2208,-158.139,3.64188,0.300374,-2.40425,0.34,40.4617,21.8088,-155.216
-284.798,155.776,2.55182,-0.0401797,0.542399,0,201.197,-276.342,151.032
49.679,341.438,2.73546,-0.0367718,0.480656,0,173.439,58.8924,338.207
-280.809,73.8281,3.29386,-0.00137135,-0.146911,0.0485714,171.187,-271.351,76.1342
300.466,269.954,2.40079,0.669729,-8.41463,0.971428,108.53,299.397,269.002
-285.843,160.931,1.11699,0.217894,-2.50202,0.145714,21.0191,-284.798,155.776
41.0961,338.387,3.32738,-0.0540129,0.996076,0,84.912,49.679,341.438
174.492,35.2705,5.84565,0.648875,-8.3664,0.922857,4.97411,175.367,36.4193
19.1227,-158.65,4.46485,-0.211389,1.83176,-0.34,417.733,23.2208,-158.139
-290.835,73.4919,3.2107,0.00174531,-0.169389,0,72.5913,-280.809,73.8281
305.005,271.229,4.21155,0.167637,-7.2365,-0.437143,167.696,300.466,269.954
285.949,-146.954,5.92039,0.102991,-0.343023,0.194286,91.1013,279.459,-149.498
-282.388,164.246,1.90648,-0.226021,1.5507,-0.291429,171.197,-285.843,160.931
-286.611,158.678,4.81747,0.218226,-4.24713,-0.0485716,168.364,-285.843,160.931
302.803,274.363,4.96811,-0.646758,8.13924,-0.922857,74.8391,301.533,273.678
277.075,-177.636,5.29354,-0.0223099,0.579039,0.0485714,265.366,270.009,-170.862
281.966,-185.658,5.13082,0.0543323,-0.25405,0.0485714,159.951,277.075,-177.636
22.349,-164.935,4.4916,0.0794348,-0.239816,0.194286,264.11,19.1227,-158.65
18.6836,-174.002,4.42811,0.00478955,0.0673927,-0.0485716,125.669,22.349,-164.935
304.151,277.922,3.40288,-0.212836,7.66455,0.388571,198.91,302.803,274.363
-146.912,163.705,1.24702,0.0762391,-1.24458,0,50.75,-150.988,156.212
103.319,-131.196,0.088653,-0.195829,2.72344,-0.145714,40.3245,98.7832,-128.665
-285.3,162.287,5.27565,-0.588346,6.87802,-1.02,150.168,-285.843,160.931
-285.253,169.334,1.21363,0.154517,-1.55743,0.242857,218.583,-282.388,164.246
305.044,282.777,5.15906,0.208081,3.6402,0.34,163.371,304.151,277.922
-300.797,74.4682,3.08903,0.00590677,-0.230932,0,83.7516,-290.835,73.4919
33.19,337.176,2.9759,0.100656,-0.601939,0.0971429,86.6878,41.0961,338.387
-257.946,32.5447,4.02002,0.254286,-2.36876,0.194286,471.471,-258.941,37.2705
-284.657,173.928,2.44989,-0.236784,2.30281,-0.242857,159.417,-285.253,169.334
293.806,-148.402,0.028642,-0.0581746,0.894802,-0.097143,210.372,285.949,-146.954
-287.368,175.688,1.08295,0.285578,-2.61495,0.34,175.788,-284.657,173.928
26.7319,344.427,2.51696,0.037852,-0.613163,-0.0485716,164.285,33.19,337.176
-308.638,71.2137,3.60092,-0.0814397,0.865496,-0.0485716,205.305,-300.797,74.4682
279.422,-194.375,4.54744,0.069403,-0.900217,0,175.331,281.966,-185.658
-123.24,142.891,2.08743,0.184061,-2.25475,0.0971429,7.54461,-118.648,139.441
260.964,-110.508,5.07275,-0.653184,8.70057,-1.02,28.0073,259.714,-111.254
-315.9,67.0778,3.37852,0.0715693,-0.472128,0.0971429,121.577,-308.638,71.2137
182.153,249.093,1.8385,-0.273027,2.00766,-0.34,32.0925,178.903,247.562
156.608,26.2071,3.90855,-0.25326,2.21423,-0.291429,32.6037,160.319,24.488
19.6763,351.024,2.53748,-0.0353726,0.0449788,-0.0485716,173.392,26.7319,344.427
-172.22,84.1744,5.28001,-0.202418,2.23781,-0.242857,70.4607,-170.486,88.8364
-284.103,178.156,1.88809,-0.224076,1.72978,-0.34,288.235,-287.368,175.688
-287.514,183.052,1.29263,0.15298,-1.35726,0.242857,231.051,-284.103,178.156
-325.725,67.6866,3.22776,0.000869526,-0.139307,-0.0485716,160.816,-315.9,67.0778
159.216,334.556,0.468333,0.239894,-1.92654,0.34,121.401,159.924,330.749
-278.49,185.146,0.64848,0.0230534,-0.906615,-0.097143,40.8842,-287.514,183.052
17.8923,-162.414,3.20888,0.247122,-2.43875,0.291429,162.38,19.1227,-158.65
10.2126,353.418,2.84041,-0.0424377,0.435197,0,90.4803,19.6763,351.024
138.276,332.468,2.03082,-0.155152,1.67609,-0.0485716,45.8763,140.414,326.238
287.596,-189.636,5.95219,-0.117002,1.52578,-0.097143,79.2665,281.966,-185.658
271.815,-132.173,2.83953,0.0928153,-2.71312,-0.145714,24.4044,273.356,-138.512
261.98,73.9278,0.45347,-0.02903,0.602971,0.0485714,120.717,254.383,67.8102
-274.221,190.976,1.29645,-0.138825,1.04446,-0.097143,260.497,-278.49,185.146
122.987,-73.1967,5.48765,-0.168961,2.43104,-0.097143,8.95914,120.749,-67.9869
268.887,73.9105,5.93845,0.138687,-1.36005,0.0971429,32.8429,261.98,73.9278
312.452,284.722,5.86995,0.160581,2.33254,0,165.129,305.044,282.777
321.368,286.745,6.11424,0.134796,1.2028,0,217.184,312.452,284.722
274.751,72.1826,0.488615,-0.173937,1.59527,-0.194286,214.51,268.887,73.9105
279.343,77.0318,0.0780418,0.127976,-0.93,0.194286,171,274.751,72.1826
12.3585,-178.712,3.729,0.0976727,-1.18475,0.0485714,421.411,18.6836,-174.002
1.05291,356.13,2.74189,0.0340537,-0.218729,0.0485714,239.948,10.2126,353.418
-262.751,30.4931,4.61516,-0.187079,1.33282,-0.291429,333.136,-257.946,32.5447
-287.815,187.372,2.66616,-0.24278,2.56567,-0.242857,210.035,-287.514,183.052
-59.9647,132.839,1.80246,0.0857194,-4.10905,0.145714,13.3994,-57.8818,129.199
6.71412,-182.67,4.31267,-0.136715,1.0898,-0.145714,331.701,12.3585,-178.712
-332.291,62.8054,3.83714,-0.0894167,1.03414,-0.0485716,171.037,-325.725,67.6866
3.18705,-187.28,3.29679,0.18209,-1.95119,0.194286,239.7,6.71412,-182.67
325.404,291.313,0.960443,-0.0558627,2.48673,-0.097143,56.802,321.368,286.745
-5.18129,354.391,3.74263,-0.141478,1.78655,-0.097143,46.8269,1.05291,356.13
130.897,335.794,2.20244,0.058901,0.134203,0.145714,26.1682,138.276,332.468
278.077,-202.435,4.84087,-0.0848435,0.557326,-0.097143,299.085,279.422,-194.375
-291.211,188.15,1.50662,0.273637,-2.23386,0.34,250.567,-287.815,187.372
-169.539,80.8763,4.20827,0.249118,-2.0359,0.291429,47.4756,-172.22,84.1744
-2.41672,-187.144,4.07499,-0.196697,1.52696,-0.242857,255.861,3.18705,-187.28
283.817,-210.436,5.14884,-0.0183379,0.388067,0.0485714,286.211,278.077,-202.435
330.215,283.956,5.83717,0.130376,0.063417,0,175.759,321.368,286.745
-5.70669,-191.402,3.14268,0.188814,-1.89576,0.242857,408.915,-2.41672,-187.144
-337.414,55.7466,3.7838,0.0584543,-0.176176,0.0971429,220.187,-332.291,62.8054
-250.253,81.6135,0.0209321,-0.232637,3.73657,-0.145714,10.117,-253.175,83.8552
-344.589,49.5213,3.92347,-0.0212045,0.371635,-0.0485716,149.515,-337.414,55.7466
-9.40463,352.371,2.55018,0.246976,-2.1579,0.242857,188.166,-5.18129,354.391
257.36,-149.121,4.34917,-0.0157103,-0.651506,-0.097143,8.28482,263.81,-142.386
-7.01978,-191.921,1.86534,-0.674876,8.40548,-0.922857,207.855,-5.70669,-191.402
250.524,-150.396,3.35029,0.090035,-1.86549,0.0485714,13.0218,257.36,-149.121
185.224,-71.8639,4.01514,0.0773625,-1.41641,0,6.91775,191.688,-66.7345
141.46,326.036,0.810219,0.73953,-10.7441,1.02,3.89606,140.414,326.238
-347.153,40.2604,4.32511,-0.0333012,0.69275,0,173.367,-344.589,49.5213
22.5256,148.286,5.67648,0.158172,2.95563,0.145714,18.3509,16.8775,143.745
112.039,286.19,4.59454,-0.165823,2.52758,-0.097143,11.384,114.609,291.165
-349.361,30.8456,4.3201,0.0388868,0.00597286,0.0485714,224.271,-347.153,40.2604
295.06,-189.692,5.73402,0.106647,-0.459238,0.145714,80.2272,287.596,-189.636
-290.34,191.652,2.63704,-0.245077,2.31601,-0.34,233.541,-291.211,188.15
302.023,-142.967,0.345263,0.00519076,0.525192,0.0485714,216.742,293.806,-148.402
-11.8207,-192.262,5.82201,-0.103106,6.35741,0.485714,323.815,-7.01978,-191.921
291.625,-216.082,5.53875,-0.0303199,0.682637,0,138.296,283.817,-210.436
-258.456,23.5629,4.81547,0.0293508,0.0466424,0.145714,96.8519,-262.751,30.4931
13.1418,-160.337,3.81506,-0.193854,1.32218,-0.291429,13.6387,17.8923,-162.414
163.461,336.171,1.4482,-0.212563,2.02445,-0.291429,155.353,159.216,334.556
299.448,-221.69,5.50419,0.0426049,-0.0385995,0.0485714,203.255,291.625,-216.082
-293.452,192.838,1.34102,0.275904,-2.51285,0.34,161.919,-290.34,191.652
-253.688,16.4578,5.32279,-0.0603221,0.962133,-0.0485716,125.553,-258.456,23.5629
-172.735,77.2633,5.04984,-0.199776,1.79411,-0.291429,41.0731,-169.539,80.8763
10.1159,-161.428,2.10851,0.277575,-3.24569,0.291429,110.853,13.1418,-160.337
-6.57314,354.22,4.81295,0.693321,-8.61457,0.971428,111.279,-5.18129,354.391
296.699,-151.049,4.56557,0.277351,-3.02551,0.194286,7.90223,293.806,-148.402
-169.978,79.3875,2.10862,-0.559849,7.07105,-1.02,25.3972,-169.539,80.8763
303.004,-230.664,5.14926,0.0507594,-0.504663,0,229.487,299.448,-221.69
-350.976,48.6464,2.92065,0.153038,-1.73273,0.0971429,124.308,-344.589,49.5213
-145.501,170.216,1.95816,-0.160338,1.24352,-0.145714,106.72,-146.912,163.705
-12.541,356.158,3.33217,-0.199742,1.66728,-0.291429,217.784,-9.40463,352.371
299.24,-238.5,4.43358,0.0709362,-1.17596,0,141.263,303.004,-230.664
-262.263,128.351,5.68391,-0.470892,5.99301,-0.291429,1.54416,-259.91,128.02
263.522,-106.492,3.31088,-0.154217,7.4079,0.437143,53.6602,260.964,-110.508
61.7721,129.24,4.67667,-0.214996,3.08389,-0.145714,31.9112,64.6196,132.909
-355.906,23.6033,4.02246,0.0453899,-0.408994,0,444.655,-349.361,30.8456
164.025,337.462,2.86143,0.669539,-8.25534,0.874286,55.0008,163.461,336.171
195.394,87.2094,1.24252,-0.244504,2.99054,-0.291429,1.25218,191.854,87.1273
80.858,-159.071,1.17863,-0.521143,5.98048,-1.02,97.8957,82.0845,-158.19
176.495,95.7937,5.80759,0.332082,-2.03227,0.437143,10.2892,175.954,93.3735
320.269,298.873,1.57218,0.0649093,1.28057,0.0971429,155.22,325.404,291.313
308.319,-235.517,5.83874,-0.115527,1.25078,-0.097143,146.85,303.004,-230.664
241.111,67.0439,2.4814,-0.144392,3.05387,0.0971429,15.7294,245.938,68.1272
-291.38,196.11,2.28233,-0.237055,1.95406,-0.34,257.097,-293.452,192.838
-362.112,16.3223,4.11483,-0.0311958,0.219946,-0.0485716,391.38,-355.906,23.6033
321.57,307.23,1.1812,0.140426,-0.309152,0.0485714,182.855,320.269,298.873
57.4726,-124.504,2.37277,0.147033,-1.73317,0.145714,32.6928,63.7024,-125.916
26.9945,335.771,3.9062,-0.146173,1.7839,-0.145714,84.0743,33.19,337.176
284.148,79.5908,1.26199,-0.195688,2.24193,-0.194286,57.6089,279.343,77.0318
325.31,314.995,1.30138,-0.0152218,0.537225,-0.097143,155.524,321.57,307.23
244.779,-151.696,4.23572,-0.219352,1.48445,-0.194286,28.3106,250.524,-150.396
-363.304,6.76669,4.49708,-0.0415386,0.609695,0,342.706,-362.112,16.3223
-90.4977,159.742,1.75209,-0.0952684,-0.0424071,-0.145714,59.1568,-93.4653,152.478
295.135,-246.027,4.53962,-0.0768403,0.196371,-0.097143,257.885,299.24,-238.5
-17.0238,-189.725,0.92154,0.194743,3.07017,0.242857,72.4808,-11.8207,-192.262
18.476,357.165,1.43634,0.143853,-1.98957,0.0971429,151.106,19.6763,351.024
310.742,-142.564,6.21511,0.0877323,-0.615817,0.0485714,134.679,302.023,-142.967
-167.024,73.2649,4.9635,0.0937118,-0.409597,0.194286,38.4754,-172.735,77.2633
294.454,-255.735,4.5553,-0.000766418,-0.149558,0.0485714,104.69,295.135,-246.027
328.864,323.488,1.05707,0.0635762,-0.382272,0.0485714,190.962,325.31,314.995
337.046,277.007,5.57241,0.057495,-0.0981457,-0.0485716,113.262,330.215,283.956
-147.865,176.046,1.22101,0.151373,-1.51021,0.194286,103.987,-145.501,170.216
339.469,268.06,5.06404,0.0695498,-0.738745,0,82.1557,337.046,277.007
-363.879,-2.91549,4.50291,0.0311378,-0.00985835,0.0485714,121.779,-363.304,6.76669
-19.4028,-189.598,3.45476,-0.118118,5.35543,-0.145714,171.293,-17.0238,-189.725
-361.977,-11.4107,4.96034,-0.0569466,0.87226,-0.0485716,363.978,-363.879,-2.91549
-10.8141,352.993,0.406322,-0.561766,6.97073,-1.02,54.4498,-9.40463,352.371
343.938,264.001,6.14765,-0.179348,1.94474,-0.145714,98.2083,339.469,268.06
334.866,331.172,1.02557,-0.0105257,0.0587561,-0.0485716,173.07,328.864,323.488
166.965,341.241,4.76957,0.164636,-7.0453,-0.437143,61.8088,164.025,337.462
291.647,-265.363,4.46576,0.00251389,-0.179184,0,133.644,294.454,-255.735
-7.01978,-191.921,1.86534,-0.674876,8.40548,-0.922857,134.981,-5.70669,-191.402
287.487,-274.458,4.33188,0.00702999,-0.251437,0,208.046,291.647,-265.363
-355.097,-18.4713,5.25307,0.00714009,0.483823,0.0485714,67.3921,-361.977,-11.4107
-294.69,199.207,1.29796,0.215251,-2.02049,0.291429,146.923,-291.38,196.11
-293.36,203.226,2.40712,-0.238856,2.16744,-0.291429,270.919,-294.69,199.207
-19.067,-193.063,3.07073,0.360724,-0.144032,0.34,80.5586,-19.4028,-189.598
316.455,-140.219,0.956352,-0.160909,1.90422,-0.145714,58.6674,310.742,-142.564
169.859,345.672,3.13863,-0.194425,-3.44992,-0.291429,77.5437,166.965,341.241
317.515,-133.552,0.640537,0.136368,-0.685115,0.194286,73.1259,316.455,-140.219
-17.9038,354.595,2.51116,0.182343,-1.69075,0.242857,190.425,-12.541,356.158
-353.428,-26.9223,4.80142,0.0909537,-0.688481,0.0485714,289.397,-355.097,-18.4713
289.931,-279.965,5.52089,-0.172299,2.03436,-0.097143,175.637,287.487,-274.458
-297.603,205.462,1.56921,0.208842,-1.74059,0.291429,175.103,-293.36,203.226
-358.757,-35.0866,4.36244,0.0284687,-0.617684,-0.0485716,372.902,-353.428,-26.9223
-22.1932,357.754,3.45071,-0.201901,1.84522,-0.242857,183.999,-17.9038,354.595
168.023,353.315,2.44335,-0.148933,-2.24038,0,60.8186,169.859,345.672
294.538,-283.02,4.71985,0.206226,-1.52768,0.242857,162.549,289.931,-279.965
-5.94127,-194.662,0.673827,-0.249418,8.27354,0.388571,108.615,-7.01978,-191.921
-362.48,-43.868,4.45278,-0.0462482,0.139748,-0.0485716,151.294,-358.757,-35.0866
26.1848,327.733,4.0769,0.0669618,0.172856,0.145714,76.2491,26.9945,335.771
333.158,338.446,1.84959,-0.107253,1.4041,-0.0485716,46.3494,334.866,331.172
29.3209,153.057,0.0572353,0.117764,2.00931,0,14.811,22.5256,148.286
-27.1627,354.78,2.7578,0.176101,-1.44873,0.242857,250.529,-22.1932,357.754
-163.622,66.1181,5.38117,-0.0675105,0.910734,-0.097143,93.7232,-167.024,73.2649
166.063,362.321,2.1676,-0.123261,-1.21208,0,150.674,168.023,353.315
-3.19844,-198.493,2.48359,0.231754,3.73969,0.388571,121.784,-5.94127,-194.662
-23.1777,-194.401,4.23889,-0.110567,2.94039,-0.291429,190.058,-19.067,-193.063
-23.4696,-199.787,3.53314,0.258252,-1.06187,0.242857,406.674,-23.1777,-194.401
194.521,86.2375,0.161402,-0.53908,8.77261,-0.097143,0.311773,195.394,87.2094
166.915,370.717,1.64443,-0.0230515,-1.41628,0.0485714,111.495,166.063,362.321
-359.913,-52.9648,4.90052,-0.0573317,0.670419,0,345.607,-362.48,-43.868
-30.3444,-199.219,3.63178,-0.0418347,0.697431,-0.194286,166.486,-23.4696,-199.787
-37.6484,-205.694,3.69588,0.0287963,0.103169,0.0485714,247.496,-30.3444,-199.219
-41.5467,-213.176,4.24356,-0.0622562,1.03885,-0.0485716,249.639,-37.6484,-205.694
-55.5831,136.489,1.96578,-0.262227,-0.116331,-0.242857,27.3622,-59.9647,132.839
-296.44,211.131,2.27456,-0.170309,1.5045,-0.242857,288.073,-297.603,205.462
-44.8643,-220.703,3.98308,0.0900656,-0.460433,0.0971429,134.069,-41.5467,-213.176
-48.9969,-227.464,4.3966,-0.0706231,0.886159,-0.097143,306.248,-44.8643,-220.703
-301.776,215.003,1.7788,0.134151,-1.08098,0.194286,272.954,-296.44,211.131
-52.9795,-232.246,3.41477,0.174828,-1.74971,0.145714,164.201,-48.9969,-227.464
282.399,-274.441,2.71398,0.200048,-2.81295,0.0971429,4.284,287.487,-274.458
-346.962,25.0789,5.42649,-0.140897,2.01571,-0.097143,31.7823,-349.361,30.8456
333.815,341.935,0.155226,0.294492,-2.98991,0.242857,129.553,333.158,338.446
-44.7588,-204.072,2.83359,0.124947,-1.3969,0.0485714,115.435,-37.6484,-205.694
-58.0486,-233.667,4.37492,-0.209318,1.85179,-0.242857,259.067,-52.9795,-232.246
-3.79766,-202.297,4.47452,0.000204332,4.62112,-0.097143,77.5585,-3.19844,-198.493
-59.5966,-237.301,3.11562,0.249084,-2.43592,0.291429,101.407,-58.0486,-233.667
-64.129,-234.731,3.70861,-0.191665,1.30509,-0.291429,26.6088,-59.5966,-237.301
275.967,-124.585,1.79778,-0.0166566,-1.95821,-0.097143,11.3417,271.815,-132.173
-246.917,112.788,3.69851,-0.276142,3.19735,-0.291429,0.517872,-244.673,110.435
214.505,74.9494,2.43951,0.514482,-6.43048,0.291429,1.15321,213.137,76.892
206.237,31.4982,2.69822,0.22181,-6.12749,0,16.6508,207.016,30.6976
-360.324,-60.5372,4.36741,0.104117,-0.973434,0.0971429,65.5908,-359.913,-52.9648
-163.464,71.6112,0.459416,-0.246697,3.25027,-0.194286,23.0169,-167.024,73.2649
-365.749,-67.5721,4.34565,-0.0426551,0.0949942,-0.097143,331.978,-360.324,-60.5372
-55.3468,-236.783,1.04126,0.159585,-3.28117,-0.097143,29.9228,-59.5966,-237.301
160.807,-6.83519,3.20834,0.247826,-2.74865,0.194286,15.8831,163.431,-3.19431
281.143,-273.816,0.559103,-0.604615,6.72464,-1.02,185.397,282.399,-274.441
-50.9532,-199.924,3.07218,-0.100258,0.535154,-0.145714,47.9305,-44.7588,-204.072
-297.815,223.396,1.4562,-0.0051593,-0.360234,-0.097143,222.914,-301.776,215.003
292.285,-282.642,4.09314,0.287739,-2.60005,0.291429,185.422,289.931,-279.965
-66.8544,-242.439,3.92674,0.0246271,0.0609523,0.145714,209.279,-64.129,-234.731
348.792,270.939,0.39642,0.0247739,0.726436,0.145714,29.1814,343.938,264.001
-51.7871,-244.04,6.09738,-0.0181293,-2.18044,-0.145714,113.37,-55.3468,-236.783
-147.505,180.538,2.51094,-0.241404,2.39413,-0.242857,38.2748,-147.865,176.046
276.623,-204.208,0.708503,0.560212,-7.22182,0.388571,2.01895,278.077,-202.435
-300.414,231.429,1.97135,-0.0914468,0.822035,-0.0485716,292.811,-297.815,223.396
180.954,72.5465,0.635738,-0.341511,6.49734,-0.194286,1.54809,180.541,74.6523
277.875,72.9158,5.08021,0.29481,-3.12006,0.291429,31.0013,274.751,72.1826
-68.9475,-250.587,4.47979,-0.0661742,1.03061,-0.0485716,36.215,-66.8544,-242.439
280.04,-275.026,1.7108,0.160405,1.54752,0.631429,161.342,281.143,-273.816
294.372,-288.552,5.57874,-0.177818,1.79445,-0.242857,114.542,294.538,-283.02
198.791,29.8253,3.76846,-0.247666,4.9837,0.0485714,0.663461,199.608,31.2201
275.674,-275.097,3.54327,-0.124308,3.82469,-0.145714,170.373,280.04,-275.026
301.029,-290.022,5.32371,0.119154,-0.641949,0.194286,235.164,294.372,-288.552
154.439,21.6256,3.20947,0.191402,-1.5326,0.291429,79.8969,156.608,26.2071
214.75,-77.947,1.46104,-0.148841,-0.3424,0,18.6969,211.816,-86.6437
285.047,83.635,0.141546,0.256738,-2.1013,0.291429,175.185,284.148,79.5908
-364.815,-77.1096,4.73697,-0.0521044,0.575862,0,388.814,-365.749,-67.5721
-59.1248,-198.882,2.78509,0.057037,-0.683904,0.0971429,128.281,-50.9532,-199.924
273.676,-279.053,2.8636,0.306199,-0.912145,0.291429,28.7989,275.674,-275.097
128.442,-75.2599,4.90976,0.201701,-1.07404,0.242857,20.2092,122.987,-73.1967
305.638,-291.522,0.477297,-0.212166,2.69253,-0.194286,14.2761,301.029,-290.022
-66.5695,-192.434,2.61183,-0.0113177,-0.248938,-0.0485716,123.022,-59.1248,-198.882
-362.462,-86.5986,4.80308,0.0195452,0.0608649,0.0485714,165.891,-364.815,-77.1096
209.957,179.285,3.28263,-0.703007,8.47701,-0.971429,35.3737,209.843,180.674
-367.031,-92.5019,3.98548,0.115085,-1.35085,0.0485714,120.208,-362.462,-86.5986
-214.979,74.5717,3.98498,0.219335,-1.07756,0.194286,13.2519,-216.056,80.6048
9.85725,-159.217,3.67773,-0.359614,2.89547,-0.437143,18.9735,10.1159,-161.428
306.903,-290.87,2.65245,0.59353,-6.74104,1.02,256.795,305.638,-291.522
229.012,-118.672,5.98327,0.72107,-10.0282,0.485714,3.71582,229.771,-117.342
-31.238,361.823,2.5687,-0.0395596,-0.0740993,-0.145714,170.132,-27.1627,354.78
326.096,-130.816,0.552785,-0.01149,0.110767,-0.097143,73.0135,317.515,-133.552
-44.3081,-224.595,5.75496,-0.24982,3.22591,-0.194286,10.1239,-44.8643,-220.703
-40.6595,364.578,2.82807,-0.0446236,0.330838,0,178.845,-31.238,361.823
300.751,-292.716,2.42937,-0.122255,3.20746,0.0971429,127.654,305.638,-291.522
307.52,-292.975,1.19562,-0.126815,-2.07287,-0.582857,166.506,306.903,-290.87
-74.1784,-242.464,3.06982,0.121029,-1.40514,0.0485714,89.7238,-66.8544,-242.439
-309.374,234.982,2.49936,-0.0320828,0.790193,0.0485714,138.906,-300.414,231.429
314.081,-293.784,0.150848,-0.00763699,-2.45607,0.0485714,202.105,307.52,-292.975
-48.4423,-252.875,5.55181,-0.0652322,-1.31829,-0.0485716,3.77191,-51.7871,-244.04
112.077,282.244,3.42427,0.285104,-2.06445,0.291429,47.2292,112.039,286.19
-72.2047,-255.99,3.55524,0.176802,-1.61718,0.145714,339.395,-68.9475,-250.587
-152.448,181.625,1.83345,0.201308,-1.43661,0.291429,38.0195,-147.505,180.538
-318.29,238.869,2.54707,0.0380967,0.114943,0.0485714,170.237,-309.374,234.982
-372.81,-96.9293,4.3294,-0.112759,0.697513,-0.145714,187.933,-367.031,-92.5019
75.3023,318.593,4.00574,-0.217924,2.69924,-0.145714,40.6546,80.2367,319.694
219.134,-73.9609,0.303688,0.111031,-2.44692,0.145714,18.9708,214.75,-77.947
1.67017,-204.896,4.63396,0.264117,0.974939,0.194286,126.377,-3.79766,-202.297
333.364,-123.981,0.712573,-0.0159781,0.261847,0,58.7689,326.096,-130.816
269.249,-278.65,3.96934,-0.157331,2.57141,-0.291429,248.51,273.676,-279.053
-80.0725,-242.843,4.00735,-0.193424,1.72657,-0.194286,4.93616,-74.1784,-242.464
114.254,-56.8795,3.26705,-0.17363,1.06783,-0.242857,42.4765,118.306,-61.3222
317.111,-302.237,5.62814,-0.0466888,-1.77571,-0.0485716,209.82,314.081,-293.784
-83.2529,-247.392,3.17513,0.188374,-1.68428,0.242857,279.282,-80.0725,-242.843
321.711,-310.418,5.56207,-0.10785,-0.505841,-0.0485716,78.1701,317.111,-302.237
-357.372,-93.1294,5.39545,-0.072118,1.08489,-0.0485716,61.5822,-362.462,-86.5986
-351.049,-98.7777,5.24059,0.0775118,-0.297546,0.0971429,93.8645,-357.372,-93.1294
-49.2148,361.237,3.38521,-0.0597882,0.89245,0,137.941,-40.6595,364.578
-46.0579,-262.219,5.21588,-0.0463015,-0.953147,0,214.524,-48.4423,-252.875
328.711,341.939,4.35483,0.132454,-3.25423,-0.145714,153.728,333.815,341.935
-355.785,55.1848,2.72942,-0.060106,-0.182225,-0.145714,106.103,-350.976,48.6464
-161.861,60.1713,4.39091,0.177906,-1.75225,0.145714,36.8481,-163.622,66.1181
-374.752,-105.399,4.24239,0.0387796,-0.347468,0.0971429,289.729,-372.81,-96.9293
357.323,271.86,6.24291,0.106068,-0.573434,0.0485714,36.0707,348.792,270.939
-362.254,61.4673,2.37391,0.0274214,-0.80272,0.0485714,57.0678,-355.785,55.1848
337.616,339.494,0.661792,-0.206633,1.18242,-0.34,175.113,333.815,341.935
-119.851,134.188,4.89435,-0.188286,2.59255,-0.097143,27.6933,-118.648,139.441
174.125,375.657,0.91895,0.00531587,-1.52769,0,146.568,166.915,370.717
-74.5563,-186.361,2.54064,-0.00757212,-0.190701,0,95.3817,-66.5695,-192.434
54.0604,-118.945,2.90327,-0.156164,1.04427,-0.194286,24.2377,57.4726,-124.504
267.617,-284.207,3.39039,0.212143,-1.02365,0.242857,150.571,269.249,-278.65
148.005,23.7658,3.52525,-0.109095,0.822553,-0.194286,80.8626,154.439,21.6256
-89.44,-244.468,3.41848,-0.109311,0.666622,-0.194286,116.437,-83.2529,-247.392
332.249,342.798,3.65689,0.225093,-4.45852,-0.097143,130.768,333.815,341.935
-93.835,-252.93,3.98576,-0.0494504,0.786803,0.0485714,299.131,-89.44,-244.468
-378.22,-114.128,4.42522,-0.0403288,0.367735,-0.0485716,316.018,-374.752,-105.399
21.9161,362.854,1.82949,-0.154284,0.760128,-0.194286,57.3737,18.476,357.165
221.574,-126.294,4.08478,-0.0807683,-0.416785,-0.145714,42.546,229.213,-123.518
263.237,-286.655,4.51998,-0.181634,2.35317,-0.242857,249.364,267.617,-284.207
315.142,-237.766,5.43477,0.114465,-0.817437,0.145714,38.5807,308.319,-235.517
-298.179,206.775,0.237211,-0.656283,8.38916,-0.922857,103.229,-297.603,205.462
-97.1695,-262.193,4.16589,0.0178538,0.296586,0.0485714,194.223,-93.835,-252.93
169.976,151.563,2.81818,0.118815,-1.81877,0.0485714,12.6907,176.468,149.678
183.507,378.281,0.608149,-0.0526444,-0.75189,-0.0485716,82.9545,174.125,375.657
-99.3817,-254.5,2.77751,0.201679,-2.09891,0.145714,137.014,-93.835,-252.93
110.627,281.551,1.08118,-0.526769,6.74627,-1.02,26.8319,112.077,282.244
-45.3754,-272.024,4.96631,-0.0324669,-0.698382,0,145.936,-46.0579,-262.219
-151.627,188.369,2.13362,-0.099698,0.836543,-0.194286,109.385,-152.448,181.625
-324.922,246.176,2.32512,0.0419794,-0.263995,0,159.679,-318.29,238.869
330.504,-312.331,6.0752,-0.114726,0.521262,0,72.9425,321.711,-310.418
15.2844,369.274,2.10362,-0.0111223,0.174362,0.0971429,59.0161,21.9161,362.854
-55.9918,354.091,3.71283,0.00335638,0.539517,0.0485714,95.9905,-49.2148,361.237
-381.45,-123.003,4.26732,0.0380551,-0.325773,0.0485714,288.766,-378.22,-114.128
341.567,-120.828,0.298442,0.068953,-0.718988,0.0485714,138,333.364,-123.981
-64.4039,351.501,3.32603,0.0852603,-0.578247,0.0485714,128.627,-55.9918,354.091
-146.787,106.143,4.70559,-0.0407927,0.991746,0,32.1374,-148.289,115.249
-82.2143,-179.871,2.47759,-0.00451535,-0.157847,0,108.533,-74.5563,-186.361
-326.308,255.428,1.83115,0.0551679,-0.780378,0,214.702,-324.922,246.176
-350.222,-29.8008,0.142553,-0.24384,2.9338,-0.194286,57.6797,-353.428,-26.9223
284.849,80.7879,2.67335,0.684874,-8.18024,0.874286,116.833,284.148,79.5908
