x,y,theta,vy,theta_dot,input,cost,x,.y
-368.272,14.5072,3.09275,0.144788,-1.81555,0.0971429,43.4562,-362.112,16.3223
322.554,-317.088,4.67105,0.0716262,-1.90365,0.0971429,187.073,321.711,-310.418
-384.471,-131.855,4.46961,-0.0416698,0.402655,-0.0485716,349.73,-381.45,-123.003
-55.1631,362.409,2.32375,0.187301,-1.85725,0.145714,90.562,-49.2148,361.237
-376.921,-99.4183,2.8817,0.21837,-2.69144,0.194286,103.913,-372.81,-96.9293
268.187,-279.522,5.3762,0.702609,-7.99579,0.922857,34.185,269.249,-278.65
17.8491,323.257,3.66815,0.0744518,-0.500576,0,35.1874,26.1848,327.733
-92.7666,169.177,1.75823,-0.0168977,-0.251301,0.0485714,40.2229,-90.4977,159.742
-56.2967,369.24,2.4662,-0.1068,0.463577,-0.194286,74.9037,-55.1631,362.409
-374.445,16.7139,3.58853,-0.156978,0.965942,-0.194286,122.616,-368.272,14.5072
-283.78,168.503,3.90326,0.401706,-6.02047,0.0971429,3.41912,-285.253,169.334
319.951,-239.187,0.513675,-0.213791,2.5247,-0.194286,35.754,315.142,-237.766
336.021,341.501,1.75239,-0.345252,3.02725,-0.437143,54.2701,333.815,341.935
351.232,-122.782,0.01047,0.00342172,-0.420406,-0.0485716,131.217,341.567,-120.828
-27.3539,107.243,2.25098,-0.689717,9.2095,-1.02,4.94532,-26.261,108.055
-154.185,184.554,3.41204,-0.266712,3.02769,-0.291429,52.6771,-152.448,181.625
-101.466,-271.261,4.21683,0.0141374,0.180401,0,188.196,-97.1695,-262.193
-105.941,-280.253,4.2224,0.0124364,0.0746267,0,44.9823,-101.466,-271.261
355.871,-118.695,1.11984,-0.172706,1.86175,-0.097143,127.935,351.232,-122.782
148.2,256.516,4.00228,-0.281596,3.18746,-0.242857,46.4181,151.472,255.344
-389.017,-134.137,2.95765,0.21926,-2.66019,0.145714,34.1486,-384.471,-131.855
187.232,385.227,1.24137,-0.138098,0.839867,-0.0485716,68.0933,183.507,378.281
-329.59,262.399,2.31101,-0.104167,0.859146,-0.097143,83.8861,-326.308,255.428
-113.059,-283.162,3.46867,0.106455,-1.25754,0.0485714,59.0572,-105.941,-280.253
48.0513,346.271,1.23517,0.223231,-2.6152,0.145714,6.93416,49.679,341.438
48.4959,-116.574,2.00826,0.160537,-1.80146,0.194286,68.3478,54.0604,-118.945
335.946,-315.796,5.20232,0.131584,-1.73455,0.145714,205.631,330.504,-312.331
-386.891,-134.491,0.266637,0.22342,-4.45981,-0.0485716,156.603,-389.017,-134.137
-387.18,-140.1,6.07617,-0.17981,-0.90223,-0.291429,109.628,-386.891,-134.491
299.624,-240.823,1.47062,-0.495908,5.70352,-0.34,2.29295,299.24,-238.5
189.621,391.882,0.750974,0.0973069,-1.08887,0.145714,114.23,187.232,385.227
111.303,278.954,2.4816,0.146479,2.12672,0.534286,12.2494,110.627,281.551
194.822,90.9927,0.357876,0.263384,-1.70059,0.34,17.2426,195.394,87.2094
-117.422,-286.475,4.61145,-0.21352,2.06404,-0.194286,119.156,-113.059,-283.162
283.183,78.1,4.21029,-0.280233,4.90491,0,39.9447,284.148,79.5908
-331.447,247.614,3.23573,-0.131203,1.64532,-0.097143,85.9741,-324.922,246.176
-336.764,267.413,2.2604,0.0451719,-0.237277,0.0971429,241.291,-329.59,262.399
-343.616,273.791,2.46401,-0.0353555,0.437293,-0.0485716,111.248,-336.764,267.413
-301.072,237.85,1.10958,0.15201,-1.60783,0.145714,98.5127,-300.414,231.429
-379.169,-127.323,5.85595,-0.225174,2.79444,-0.145714,15.3033,-381.45,-123.003
197.829,395.336,0.708424,-0.0480076,0.0235035,-0.097143,67.0086,189.621,391.882
163.178,238.029,3.69983,-0.0628579,1.44328,0,13.6837,169.094,243.95
338.029,-321.796,5.85079,-0.17404,1.20633,-0.194286,107.221,335.946,-315.796
48.1324,-109.892,2.3918,-0.139031,0.816456,-0.194286,118.336,48.4959,-116.574
-62.3886,374.81,2.18416,0.0510102,-0.703464,0.0971429,152.526,-56.2967,369.24
-384.682,-145.163,4.80276,0.0874021,-2.81439,0.145714,280.985,-387.18,-140.1
186.933,188.92,3.9639,-0.120418,0.398405,-0.145714,13.0253,194.134,190.748
-331.593,72.4722,2.42717,0.0977864,-1.40161,0.0485714,26.4299,-325.725,67.6866
334.445,343.594,0.556247,0.288067,-2.46639,0.437143,158.719,336.021,341.501
-279.547,169.198,2.32253,-0.102238,-2.59931,-0.388572,8.97037,-283.78,168.503
147.355,288.169,0.575551,0.174356,-2.38966,0.0971429,36.6311,144.094,283.525
337.07,344.528,1.99688,-0.296098,2.83866,-0.388572,105.624,334.445,343.594
-265.635,125.898,1.48798,0.0248995,3.27783,0.388571,22.8342,-262.263,128.351
-90.2575,-179.172,3.11687,-0.0952954,1.06856,-0.0485716,65.1306,-82.2143,-179.871
242.627,-156.96,3.45026,0.163601,-1.70935,0.242857,85.7299,244.779,-151.696
-388.03,-150.757,5.10962,-0.201804,0.336069,-0.194286,173.759,-384.682,-145.163
357.901,-113.743,0.213692,0.209399,-1.73608,0.242857,55.0492,355.871,-118.695
345.912,-321.533,5.87024,0.0473362,-0.249734,0.145714,156.223,338.029,-321.796
350.501,-329.574,5.34385,0.061114,-0.819881,0,175.264,345.912,-321.533
204.272,395.263,5.97137,0.129582,-1.88144,0.0971429,12.5604,197.829,395.336
-115.274,-292.175,4.14472,0.158092,-1.05662,0.242857,144.357,-117.422,-286.475
-308.016,69.2446,0.587427,-0.390709,5.55052,-0.145714,2.18931,-308.638,71.2137
352.57,-320.408,0.46848,-0.125269,1.60591,-0.097143,57.68,345.912,-321.533
177.274,145.344,5.61389,-0.251771,3.00767,-0.145714,13.1741,176.468,149.678
331.727,-132.628,5.58874,0.17026,-2.16249,0.0971429,29.338,326.096,-130.816
-352.834,273.599,3.01727,-0.0513658,0.926575,0,116.805,-343.616,273.791
-117.777,-297.723,5.0171,-0.158034,1.76571,-0.194286,200.821,-115.274,-292.175
363.684,-113.679,0.917608,-0.169762,1.50419,-0.242857,163.993,357.901,-113.743
8.23662,376.284,2.30115,-0.0169982,0.337592,0,4.4366,15.2844,369.274
-361.917,269.774,3.3014,0.0124345,0.4921,0.0485714,81.4735,-352.834,273.599
-51.1049,-200.821,4.24702,-0.93856,12.5338,-0.534286,5.72236,-50.9532,-199.924
-68.1341,379.636,2.74515,-0.110755,0.999674,-0.097143,144.261,-62.3886,374.81
365.71,271.427,0.180683,-0.0493894,0.574002,-0.097143,112.169,357.323,271.86
-118.006,-299.129,6.18477,0.677847,-8.49536,0.971428,145.493,-117.777,-297.723
299.199,-188.582,1.09911,-0.230628,3.05161,-0.194286,18.267,295.06,-189.692
199.325,92.2618,1.29934,-0.190278,2.05499,-0.291429,26.5099,194.822,90.9927
319.936,311.726,2.66118,-0.194736,2.87958,-0.194286,30.0402,321.57,307.23
327.413,326.448,3.08203,-0.282218,3.60361,-0.194286,0.411383,328.864,323.488
-380.259,15.3271,2.65035,0.161294,-1.88993,0.194286,125.178,-374.445,16.7139
321.654,342.166,4.03757,-0.140039,-0.686772,-0.194286,40.1334,328.711,341.939
-385.041,-157.401,4.79137,0.0343244,-1.03796,0.145714,200.78,-388.03,-150.757
372.867,270.149,5.80475,0.115565,-1.17876,0.0971429,82.2647,365.71,271.427
377.413,262.15,5.56371,-0.0246611,-0.283872,-0.097143,131.668,372.867,270.149
-388.782,-166.494,4.56823,-0.0298405,-0.449163,-0.0485716,242.214,-385.041,-157.401
-161.787,73.8462,5.46577,0.328091,-2.32245,0.388571,18.3432,-163.464,71.6112
-121.453,-302.148,1.60636,0.178091,-7.41502,-0.437143,44.2603,-118.006,-299.129
-296.782,223.564,0.579592,0.882769,-12.2023,0.631429,5.17591,-297.815,223.396
-46.1405,-281.918,4.77214,-0.0220812,-0.527335,0,82.1656,-45.3754,-272.024
274.482,-203.36,5.49582,-0.155929,-2.29586,-0.582857,43.8002,276.623,-204.208
111.152,118.169,2.6914,0.110151,3.25909,0,5.44096,116.774,120.198
-330.326,267.21,0.899211,0.22482,-2.58215,0.194286,122.702,-329.59,262.399
-391.516,-176.129,4.51281,-0.0246906,-0.243199,0,200.45,-388.782,-166.494
289.981,82.8078,0.88438,-0.189721,1.63435,-0.291429,137.987,285.047,83.635
159.893,327.603,3.74096,-0.189846,3.6922,0.0971429,36.6707,159.924,330.749
-380.599,-96.0563,3.54973,-0.221617,1.31399,-0.291429,91.7773,-376.921,-99.4183
262.842,-290.664,3.36167,0.270559,-2.11231,0.291429,230.665,263.237,-286.655
384.746,255.306,5.57366,-0.0223969,-0.0915647,0,96.2827,377.413,262.15
314.855,340.518,3.28043,0.0381121,-1.78588,0.0971429,40.7093,321.654,342.166
366.355,-107.659,0.41744,0.134792,-1.08717,0.194286,107.641,363.684,-113.679
-370.208,271.621,2.81401,0.0969599,-0.734784,0.0485714,49.3247,-361.917,269.774
-123.807,-306.042,0.267016,-0.252408,-2.97684,-0.34,172.094,-121.453,-302.148
26.8524,321.262,5.0723,-0.111872,1.92434,-0.097143,18.3779,26.1848,327.733
351.645,-339.368,5.05225,-0.00345562,-0.462836,-0.0485716,158.255,350.501,-329.574
-98.7297,-181.75,3.13093,0.0508138,-0.0703635,0.0971429,77.9605,-90.2575,-179.172
335.605,346.193,0.320569,0.346111,-3.19062,0.437143,160.814,337.07,344.528
338.686,343.428,4.69136,-0.223561,4.28667,0.0971429,159.562,337.07,344.528
-161.691,58.8015,3.25715,-0.685794,8.64433,-0.922857,40.8891,-161.861,60.1713
392.181,255.586,0.113771,-0.117724,1.34294,-0.0485716,105.236,384.746,255.306
-374.656,280.181,2.29895,0.0365488,-0.739947,-0.0485716,171.486,-370.208,271.621
70.756,137.044,1.58908,0.237467,-2.35303,0.145714,18.8066,74.2221,133.107
-372.635,288.538,1.54322,0.0596659,-1.31857,0,173.92,-374.656,280.181
395.6,254.315,4.74125,0.283715,-2.95492,0.242857,77.2813,392.181,255.586
264.043,-284.941,1.15035,-0.266317,4.89377,0,55.2617,263.237,-286.655
53.3134,-117.832,3.70756,0.680995,-9.22385,0.971428,13.3509,54.0604,-118.945
-384.799,17.8389,3.62623,-0.221957,1.82165,-0.242857,93.8617,-380.259,15.3271
351.237,-349.219,4.78355,0.00651092,-0.542913,0,33.3625,351.645,-339.368
-385.714,-98.1813,2.67473,0.164588,-1.89555,0.242857,40.3413,-380.599,-96.0563
-388.153,-183.038,5.25395,-0.116959,1.17762,-0.0485716,40.2847,-391.516,-176.129
150.836,290.016,1.76662,-0.278147,2.14386,-0.291429,10.7898,147.355,288.169
65.151,125.232,4.22706,0.217484,-0.869191,0.291429,33.7086,61.7721,129.24
-123.863,-309.713,4.51807,0.0489193,-4.62515,0.145714,167.858,-123.807,-306.042
-384.064,-158.108,4.53742,-0.757647,9.81008,-1.02,7.24575,-385.041,-157.401
-125.229,-311.092,0.16013,-0.5251,2.70482,-0.388572,85.2361,-123.863,-309.713
209.144,28.7601,1.10435,-0.39447,1.93293,-0.34,16.9725,207.016,30.6976
-129.641,-309.952,1.83717,-0.129759,1.91289,0.291429,148.611,-125.229,-311.092
-134.029,-314.38,3.35795,-0.101713,2.56615,0.0485714,197.335,-129.641,-309.952
133.832,320.408,6.17917,0.895455,-12.6697,0.485714,0.672449,133.163,320.984
338.211,345.596,1.41188,-0.284249,2.26352,-0.437143,64.0381,335.605,346.193
-136.897,-321.955,3.68165,0.101362,0.673686,0.145714,144.212,-134.029,-314.38
140.284,129.334,2.13189,-0.374161,2.36955,-0.437143,14.5556,138.066,129.057
-137.946,-328.227,4.72972,-0.0829843,2.1827,-0.097143,136.036,-136.897,-321.955
-160.477,54.0854,1.15649,-0.119035,6.74759,0.485714,37.5776,-161.691,58.8015
-95.9756,-244.342,2.59602,0.134661,-1.61116,0.145714,31.544,-89.44,-244.468
-396.836,-178.121,3.14557,0.16282,-2.4638,0.0971429,13.1154,-391.516,-176.129
152.681,121.407,4.80341,-0.227882,2.3475,-0.145714,8.75409,155.656,125.831
-35.8724,-217.392,5.3894,-0.0965798,1.96841,0,1.85247,-41.5467,-213.176
378.337,269.285,0.647176,-0.204672,2.06512,-0.194286,55.1435,372.867,270.149
266.064,-101.794,5.08801,0.198963,3.78447,0.291429,45.7711,263.522,-106.492
-372.636,-109.856,5.81166,-0.223849,2.7597,-0.145714,10.349,-374.752,-105.399
-77.1367,379.732,2.83497,0.0343121,0.00870768,0.0971429,130.152,-68.1341,379.636
98.256,139.17,1.1912,0.259945,-2.08312,0.291429,54.7573,101.336,136.411
-383.97,-188.821,4.81463,0.114421,-0.8933,0.145714,276.091,-388.153,-183.038
-69.154,347.668,4.39018,-0.16462,1.97734,-0.145714,21.0565,-64.4039,351.501
353.589,-357.94,5.09173,-0.0736388,0.468387,-0.0485716,147.019,351.237,-349.219
286.515,84.1347,4.24219,-0.55282,6.94487,-1.02,39.2437,285.047,83.635
-156.018,158.493,3.34003,-0.201152,2.36815,-0.145714,8.81999,-150.988,156.212
36.0882,321.24,5.75938,0.0121745,1.17611,0.0971429,12.1164,26.8524,321.262
43.0883,-104.952,1.89375,0.0967405,-1.10809,0.145714,36.7755,48.1324,-109.892
393.101,250.752,5.35098,-0.219554,1.33675,-0.34,133.782,395.6,254.315
-382.478,-195.483,5.45389,-0.123685,1.27445,-0.145714,94.1637,-383.97,-188.821
-138.615,-332.215,3.33765,0.306031,-2.28627,0.242857,162.367,-137.946,-328.227
337.936,349.361,0.380094,0.232447,-2.16986,0.34,192.953,338.211,345.596
315.536,-323.026,4.30852,-0.0596389,-0.720332,-0.097143,27.9042,322.554,-317.088
357.33,-314.413,0.364942,0.0952454,-0.27141,0.145714,132.22,352.57,-320.408
-379.529,-200.479,4.45431,0.193183,-1.86043,0.194286,44.2286,-382.478,-195.483
8.34351,-161.428,2.5093,0.274379,-2.47683,0.437143,29.83,9.85725,-159.217
7.98109,382.601,1.24412,0.158717,-1.8202,0.0971429,129.989,8.23662,376.284
347.41,263.138,4.71786,0.281496,-2.6359,0.291429,47.8804,343.938,264.001
292.673,84.9343,5.62053,0.275946,-2.90704,0.291429,121.855,289.981,82.8078
-384.924,-204.887,4.54951,-0.0999133,0.397281,-0.194286,292.35,-379.529,-200.479
345.738,259.438,5.54099,-0.228302,1.74674,-0.34,48.5178,347.41,263.138
-379.354,-201.88,3.16579,-0.670825,8.40342,-0.922857,131.119,-379.529,-200.479
-361.487,25.4901,2.70486,0.156007,-2.2158,0.0485714,7.81826,-355.906,23.6033
-107.749,-183.713,3.3973,-0.03255,0.585905,-0.0485716,30.0006,-98.7297,-181.75
4.25094,-206.499,0.338589,-0.16391,4.26816,-0.242857,12.4107,1.67017,-204.896
-388.869,13.4114,3.07214,0.153483,-1.26638,0.242857,70.4643,-384.799,17.8389
-159.668,48.1554,2.90266,0.168151,3.71886,0.242857,38.9281,-160.477,54.0854
310.684,-331.702,4.31098,-0.0533916,-0.263827,0,32.2123,315.536,-323.026
-71.5287,383.592,1.47271,0.214134,-2.33811,0.194286,109.457,-68.1341,379.636
361.569,-359.168,5.96162,-0.0968945,1.37555,0,104.761,353.589,-357.94
354.342,-365.508,4.55619,0.0896264,-1.0517,0.0971429,140.215,353.589,-357.94
-390.316,-95.646,3.62186,-0.218042,1.78,-0.242857,23.6792,-385.714,-98.1813
368.45,-360.726,5.49297,0.133387,-0.860454,0.145714,125.659,361.569,-359.168
-381.804,-214.195,4.87214,-0.0323302,0.348963,0.0485714,251.913,-384.924,-204.887
171.845,348.888,1.04334,0.0368588,-4.65779,0.0971429,21.4528,169.859,345.672
293.67,83.8609,2.93615,-0.534831,6.00686,-1.02,81.2828,292.673,84.9343
-140.187,-332.591,0.755626,-0.507446,6.35889,-1.02,122.111,-138.615,-332.215
37.6839,340.457,1.61621,0.279976,-2.94408,0.194286,2.88602,41.0961,338.387
367.291,-110.431,6.04473,0.220338,-2.20772,0.242857,156.507,363.684,-113.679
-373.485,294.982,2.33535,-0.177989,1.32784,-0.145714,119.831,-372.635,288.538
303.964,-337.272,3.85138,0.0371327,-0.976761,0.0485714,135.253,310.684,-331.702
217.645,229.628,5.77616,-0.655921,8.60184,-0.971429,13.3569,217.159,228.274
-381.337,296.766,2.46235,0.0400426,-0.0563445,0.145714,143.474,-373.485,294.982
-160.314,154.086,2.96925,0.165928,-0.812239,0.242857,26.4809,-156.018,158.493
177.099,345.181,0.575671,-0.220365,-1.41329,-0.194286,53.7204,171.845,348.888
340.87,350.358,1.8618,-0.293099,2.82124,-0.34,138.294,337.936,349.361
-249.165,9.76468,4.99852,0.0940527,-0.576959,0.0971429,43.2844,-253.688,16.4578
371.385,-369.377,5.31667,-0.0110202,-0.0764974,-0.097143,70.7566,368.45,-360.726
-388.817,-209.603,3.48367,0.151578,-2.04669,0.145714,8.46548,-384.924,-204.887
257.7,-289.751,3.99236,-0.173677,1.47621,-0.291429,60.0433,262.842,-290.664
-375.838,299.145,1.13491,0.214577,-2.33831,0.242857,68.0558,-373.485,294.982
-116.847,-186.668,3.31831,0.0421953,-0.135852,0.0485714,112.959,-107.749,-183.713
-389.763,299.901,2.82112,-0.045471,0.718744,-0.0485716,106.56,-381.337,296.766
185.906,35.8966,4.59568,-0.680679,9.82574,-1.02,5.84146,184.693,36.1337
253.856,-292.79,2.85192,0.216416,-2.20093,0.242857,115.288,257.7,-289.751
250.307,72.4926,4.8869,-0.659341,8.62478,-0.922857,11.4972,248.971,72.0499
263.957,244.753,3.38251,0.438293,-5.51422,0.291429,1.0844,261.8,245.742
269.161,-98.5327,0.385679,0.053129,3.82702,-0.0485716,49.1744,266.064,-101.794
-325.856,269.392,1.58608,-0.21646,1.38017,-0.291429,88.626,-330.326,267.21
396.345,246.275,4.47446,0.166485,-1.88923,0.242857,68.6158,393.101,250.752
181.101,182.864,3.74574,0.0365751,-0.639423,0.0971429,22.3905,186.933,188.92
-345.236,-103.378,5.85492,-0.0889531,1.22381,-0.097143,100.938,-351.049,-98.7777
-83.4292,-172.287,1.7069,0.0919077,-1.36719,0.0485714,9.3295,-82.2143,-179.871
196.499,-99.6018,5.00941,-0.102432,-3.70267,-0.0485716,1.43632,200.735,-95.6492
35.8665,159.678,0.427088,0.0920413,1.25636,0,43.2338,29.3209,153.057
-48.2387,-291.66,4.60666,-0.0138235,-0.424249,0,56.6193,-46.1405,-281.918
140.817,18.7134,3.48948,0.0402419,-0.230364,0.0971429,50.8505,148.005,23.7658
342.353,348.934,4.52199,-0.219667,4.23287,0.0971429,159.728,340.87,350.358
-337.893,243.274,3.20299,0.0874631,-0.159145,0.145714,11.5228,-331.447,247.614
370.823,-104.018,1.44977,-0.184376,1.97484,-0.194286,27.3113,366.355,-107.659
377.343,-377.461,5.35326,-0.011157,0.0221772,0,72.0632,371.385,-369.377
384.252,-384.716,5.45391,-0.0135676,0.147278,0,125.166,377.343,-377.461
-140.452,-335.818,2.25813,0.114739,2.27115,0.485714,156.539,-140.187,-332.591
-157.406,194.804,2.03405,0.0509,-0.313263,0.0971429,83.7193,-151.627,188.369
303.703,-340.876,5.70459,-0.29996,3.14698,-0.194286,4.26809,303.964,-337.272
-373.015,302.734,2.0515,-0.233153,1.78569,-0.291429,124.72,-375.838,299.145
51.602,349.765,1.91359,-0.217606,1.35637,-0.291429,51.7073,48.0513,346.271
386.669,-392.895,4.94801,0.0743784,-0.888242,0.0485714,20.7588,384.252,-384.716
-399.558,300.242,2.92699,0.0240573,0.168774,0.0485714,49.4145,-389.763,299.901
395.396,259.875,2.76623,0.119132,-3.09588,-0.145714,8.48096,395.6,254.315
-116.766,-284.942,1.30442,-0.297052,4.87299,0,103.518,-117.422,-286.475
107.469,-129.12,5.5488,0.246767,-1.51077,0.291429,49.09,103.319,-131.196
367.162,-314.096,0.158781,0.0240063,-0.14139,-0.0485716,154.626,357.33,-314.413
271.002,-206.766,3.83732,0.0558111,-3.62688,0.0971429,3.15309,274.482,-203.36
382.319,-401.643,4.51002,0.0136181,-0.690405,-0.0485716,25.1675,386.669,-392.895
-295.04,227.035,0.611534,0.202036,-10.3913,-0.631429,3.3901,-296.782,223.564
208.778,394.557,0.915446,-0.258685,2.16637,-0.242857,88.1597,204.272,395.263
-294.042,241.659,1.00551,-0.064074,-0.0157257,-0.145714,90.611,-301.072,237.85
380.545,-410.849,4.66904,-0.0619696,0.207639,-0.0485716,29.3034,382.319,-401.643
39.4534,-101.4,3.20557,-0.228023,2.35228,-0.194286,2.53615,43.0883,-104.952
252.006,-285.759,2.55354,-0.0655945,-0.271109,-0.194286,61.0283,253.856,-292.79
371.456,-102.767,2.73729,0.678842,-8.36404,0.922857,63.8173,370.823,-104.018
369.838,-98.8446,5.556,0.0433839,-5.51065,-0.534286,61.9445,371.456,-102.767
-395.832,16.6954,3.17327,-0.0699346,0.393846,-0.145714,75.8579,-388.869,13.4114
-125.902,-183.674,2.90447,0.052498,-0.622131,0,91.8828,-116.847,-186.668
-45.4922,-299.526,5.1481,-0.100128,0.834613,-0.0485716,132.219,-48.2387,-291.66
370.135,-95.0262,3.11588,-0.01135,-4.92601,-0.097143,48.4666,369.838,-98.8446
-336.321,-103.646,5.91875,0.0547221,0.0558934,0.0971429,95.2251,-345.236,-103.378
396.079,242.922,6.03678,-0.297351,2.83844,-0.291429,45.8599,396.345,246.275
294.994,-289.861,0.608856,0.659252,-8.29991,0.971428,18.6612,294.372,-288.552
-134.507,-178.976,2.80579,-0.0180329,-0.123009,-0.0485716,64.1645,-125.902,-183.674
-349.522,-98.7863,4.62637,-0.732624,9.80432,-0.534286,10.0425,-351.049,-98.7777
205.636,395.467,4.9321,-0.704286,8.62129,-0.971429,55.6068,204.272,395.263
-375.338,-221.056,5.34556,-0.0458093,0.783498,0,118.958,-381.804,-214.195
332.972,-139.466,5.66965,-0.119924,0.265836,-0.194286,2.47084,331.727,-132.628
-139.129,-172.302,2.16206,0.0753001,-1.17889,0.0485714,98.4655,-134.507,-178.976
-75.3439,-168.73,0.827538,0.0450179,-1.47773,-0.0485716,27.8808,-83.4292,-172.287
268.209,-279.505,5.29221,0.720556,-8.17917,0.874286,26.1715,269.249,-278.65
-145.22,-339.333,3.52298,-0.0110018,2.83361,-0.0485716,32.8568,-140.452,-335.818
-149.925,-342.152,2.64056,0.289934,-1.12215,0.194286,138.566,-145.22,-339.333
345.315,355.352,6.12768,0.0177141,2.82446,0.194286,149.901,342.353,348.934
373.933,-88.7248,2.16805,-0.180622,-2.40882,-0.145714,74.9982,370.135,-95.0262
-85.2129,385.331,2.57454,0.0399717,-0.356572,0,145.04,-77.1367,379.732
295.376,86.9414,4.94884,0.0247586,3.003,0.437143,53.2553,293.67,83.8609
191.295,396.662,2.07057,-0.227784,2.37011,-0.194286,26.5328,189.621,391.882
45.9935,-104.824,1.22124,0.18534,-2.26549,0.194286,28.0679,48.1324,-109.892
-402.135,-175.803,3.74995,-0.208088,1.09841,-0.242857,62.0111,-396.836,-178.121
-141.983,-164.131,2.23247,-0.0716783,0.146099,-0.097143,50.6614,-139.129,-172.302
390.87,244.121,1.76317,-0.132422,3.09603,0.145714,73.8268,396.079,242.922
258.06,-118.491,4.9201,0.1071,-1.88694,-0.0485716,1.15625,259.714,-111.254
184.148,344.54,6.25753,-0.0393206,-1.83567,0.0971429,47.2103,177.099,345.181
-36.2956,-301.881,5.7514,-0.042526,0.89886,0.0485714,168.422,-45.4922,-299.526
-148.015,-156.611,2.17608,0.00641622,-0.267755,0.0485714,38.783,-141.983,-164.131
-154.076,-340.581,3.73958,-0.17167,2.48474,-0.291429,133.418,-149.925,-342.152
-372.431,-227.987,4.79528,0.115025,-0.955217,0.0971429,87.2611,-375.338,-221.056
-375.099,-236.597,4.70072,-0.0303277,0.00123673,-0.097143,135.245,-372.431,-227.987
164.873,377.378,2.32468,-0.181182,0.90009,-0.097143,44.0229,166.915,370.717
373.236,-79.7098,2.03042,-0.156519,-1.08373,0,109.951,373.933,-88.7248
299.224,-340.044,1.64681,-0.142305,3.50807,0.145714,137.73,303.703,-340.876
399.076,243.393,4.8928,0.278743,-2.29625,0.388571,124.225,396.079,242.922
-287.65,248.474,0.786963,0.0189928,-0.55177,0.0485714,35.6415,-294.042,241.659
108.313,-136.167,5.45249,-0.0454002,0.262695,-0.194286,68.0333,107.469,-129.12
296.077,83.141,3.96244,0.148893,1.35012,0.534286,45.7669,293.67,83.8609
2.98718,-209.234,2.9203,-0.101404,4.6609,0.0971429,16.9498,4.25094,-206.499
293.127,-345.298,2.88124,0.0332109,2.27903,0.145714,223.228,299.224,-340.044
276.106,72.1477,1.51785,0.690129,-8.83687,0.922857,27.2176,274.751,72.1826
-324.986,272.834,0.0878273,0.250517,-2.93813,0.291429,21.555,-325.856,269.392
-373.185,304.159,3.4806,0.650694,-8.31959,0.874286,42.203,-373.015,302.734
-372.549,-246.131,4.93661,-0.0355339,0.326359,0,173.443,-375.099,-236.597
388.107,237.841,3.35511,-0.0382233,2.85981,0.0971429,77.6851,390.87,244.121
-371.733,-255.403,4.71516,0.044606,-0.428902,0.0485714,92.3662,-372.549,-246.131
-266.014,137.639,5.10635,0.478981,-6.14957,0.291429,1.07515,-266.03,135.26
-138.618,-315.982,2.34975,0.276354,-1.61635,0.242857,115.425,-134.029,-314.38
-29.7157,-297.232,0.374915,-0.0702881,1.5817,0,35.3072,-36.2956,-301.881
-329.683,-110.512,5.53022,0.0627901,-0.51604,0,83.5197,-336.321,-103.646
-148.453,-341.962,5.95654,0.36503,-4.51123,0,90.497,-149.925,-342.152
398.619,267.598,1.9721,-0.0693318,-1.51892,-0.145714,71.4497,395.396,259.875
158.251,381.241,2.20502,0.0458161,-0.555083,0.145714,75.0296,164.873,377.378
-24.536,-296.947,5.4385,0.2484,-2.04558,0.194286,89.4903,-29.7157,-297.232
396.952,238.35,5.34672,-0.160562,1.16553,-0.291429,151.978,399.076,243.393
-38.5501,125.837,1.51422,0.0792245,-1.60971,0,3.83182,-40.7984,118.256
-368.506,-261.576,5.50048,-0.12442,1.41118,-0.097143,104.809,-371.733,-255.403
-367.736,69.4521,2.35433,-0.0432659,-0.0807336,-0.0485716,87.6856,-362.254,61.4673
77.262,-138.372,5.95632,0.655173,-8.21063,0.922857,3.84803,77.9762,-137.122
84.1359,-157.602,1.27702,0.216758,-4.19115,-0.097143,30.3652,82.0845,-158.19
27.4974,317.035,3.73949,0.27819,-2.30016,0.242857,5.12958,26.8524,321.262
-370.968,77.6664,1.93308,0.0448164,-0.855881,0.0485714,79.2724,-367.736,69.4521
376.504,-75.8775,0.462121,0.118542,-3.28845,0.145714,124.227,373.236,-79.7098
37.959,-101.318,5.32058,0.579101,-6.93921,1.02,64.908,39.4534,-101.4
210.255,399.439,0.227922,0.186167,-1.53437,0.291429,97.0845,208.778,394.557
223.921,-72.9491,1.31529,-0.268131,1.66507,-0.242857,16.3933,219.134,-73.9609
-68.1914,-164.208,0.942012,-0.100308,0.0961522,-0.097143,16.4402,-75.3439,-168.73
-374.972,84.129,2.44496,-0.114554,0.875377,-0.097143,29.6644,-370.968,77.6664
-384.375,-146.472,3.58315,-0.742007,8.05581,-0.971429,29.3039,-384.682,-145.163
263.28,239.675,0.619197,0.0876293,-4.44119,-0.291429,59.5531,263.957,244.753
373.544,-362.663,0.399181,-0.190926,2.27078,-0.194286,4.73662,368.45,-360.726
340.04,-323.948,3.92123,0.302616,-3.5948,0.291429,0.881048,338.029,-321.796
252.441,-292.678,1.32269,-0.664906,8.03983,-0.874286,32.6171,253.856,-292.79
-364.771,-266.222,4.59284,0.189362,-1.68312,0.194286,74.2953,-368.506,-261.576
374.694,-309.598,0.587557,-0.0622995,0.783895,-0.0485716,62.8453,367.162,-314.096
218.974,-135.425,4.44483,-0.0850519,0.342806,0,16.6267,221.574,-126.294
